ínàÊÉRÅ[Éh,ínàÊéØï ÉRÅ[Éh,,êlå˚Å@ïΩê¨27îN,êlå˚Å@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏ó¶ÅiÅìÅj,ñ êœÅikm2Åj 1),êlå˚ñßìxÅi1km2ìñÇΩÇËÅj 2),ê¢ë—êîÅ@ïΩê¨27îN,ê¢ë—êîÅ@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏ó¶ÅiÅìÅj
20350,3,í∑òaí¨,6170,6780,-610,-8.997050148,183.86,33.6,2414,2468,-54,-2.188006483
20360,c,êzñKåS,42300,44443,-2143,-4.821906712,254.89,166,15989,16563,-574,-3.465555757
20361,3,â∫êzñKí¨,20236,21532,-1296,-6.018948542,66.87,302.6,7922,8361,-439,-5.250568114
20362,3,ïxémå©í¨,14494,15338,-844,-5.5026731,144.76,100.1,5395,5634,-239,-4.242101526
20363,3,å¥ë∫,7570,7573,-3,-0.03961442,43.26,175,2672,2568,104,4.049844237
20380,c,è„à…ìﬂåS,83310,85616,-2306,-2.69342179,514.61,161.9,30431,29938,493,1.646736589
20382,3,íCñÏí¨,19785,20909,-1124,-5.375675546,169.2,116.9,7340,7356,-16,-0.217509516
20383,3,ñ•ó÷í¨,25237,26214,-977,-3.727016098,85.91,293.8,9239,9112,127,1.393766462
20384,3,î—ìáí¨,9546,9902,-356,-3.595233286,86.96,109.8,3317,3242,75,2.313386798
20385,3,ìÏñ•ó÷ë∫,15070,14543,527,3.623736506,40.99,367.7,5834,5560,274,4.928057554
20386,3,íÜêÏë∫,4851,5074,-223,-4.394954671,77.05,63,1574,1576,-2,-0.126903553
20388,3,ã{ìcë∫,8821,8974,-153,-1.70492534,54.5,161.9,3127,3092,35,1.131953428
20400,c,â∫à…ìﬂåS,60649,64169,-3520,-5.485514812,1270.23,47.7,20476,20677,-201,-0.972094598
20402,3,èºêÏí¨,13183,13676,-493,-3.604855221,72.79,181.1,4361,4287,74,1.726148822
20403,3,çÇêXí¨,13084,13216,-132,-0.998789346,45.36,288.4,4244,4157,87,2.092855425
20404,3,à¢ìÏí¨,4963,5455,-492,-9.019248396,123.07,40.3,1736,1793,-57,-3.179029559
20407,3,à¢íqë∫,6540,7036,-496,-7.04945992,214.43,30.5,2191,2301,-110,-4.780530204
20409,3,ïΩíJë∫,485,563,-78,-13.85435169,77.37,6.3,229,229,0,0
20410,3,ç™âHë∫,970,1129,-159,-14.08325952,89.97,10.8,434,450,-16,-3.555555556
20411,3,â∫ûäë∫,3856,4200,-344,-8.190476191,38.12,101.2,1154,1189,-35,-2.943650126
20412,3,îÑñÿë∫,575,656,-81,-12.34756098,43.43,13.2,270,288,-18,-6.25
20413,3,ìVó¥ë∫,1363,1657,-294,-17.74290887,109.44,12.5,659,737,-78,-10.5834464
20414,3,ë◊ïåë∫,1702,1910,-208,-10.89005236,64.59,26.4,641,657,-16,-2.435312024
20415,3,ã™ñÿë∫,6310,6692,-382,-5.708308428,66.61,94.7,2029,2058,-29,-1.409135083
20416,3,ñLãuë∫,6594,6819,-225,-3.299604048,76.79,85.9,2053,2000,53,2.65
20417,3,ëÂé≠ë∫,1024,1160,-136,-11.72413793,248.28,4.1,475,531,-56,-10.54613936
20420,c,ñÿë]åS,28421,31042,-2621,-8.443399266,1546.15,18.4,11475,11949,-474,-3.966859151
20422,3,è„èºí¨,4673,5245,-572,-10.9056244,168.42,27.7,1867,2029,-162,-7.984228684
20423,3,ìÏñÿë]í¨,4317,4810,-493,-10.24948025,215.93,20,1714,1830,-116,-6.338797814
20425,3,ñÿëcë∫,2926,3134,-208,-6.636885769,140.5,20.8,1045,1069,-24,-2.245088868
20429,3,â§ëÍë∫,839,965,-126,-13.05699482,310.82,2.7,399,414,-15,-3.623188406
20430,3,ëÂåKë∫,3832,4145,-313,-7.551266586,234.47,16.3,1516,1537,-21,-1.366297983
20432,3,ñÿë]í¨,11834,12743,-909,-7.133328102,476.03,24.9,4934,5070,-136,-2.682445759
20440,c,ìåí}ñÄåS,22238,23261,-1023,-4.397919264,268.51,82.8,7667,7605,62,0.815253123
20446,3,ñÉê—ë∫,2791,2970,-179,-6.026936027,34.38,81.2,1024,1011,13,1.285855589
20448,3,ê∂ç‚ë∫,1844,1953,-109,-5.581157194,39.05,47.2,698,732,-34,-4.644808743
20450,3,éRå`ë∫,8403,8425,-22,-0.261127596,24.98,336.4,2752,2601,151,5.805459439
20451,3,í©ì˙ë∫,4467,4741,-274,-5.779371441,70.62,63.3,1411,1422,-11,-0.773558369
20452,3,í}ñkë∫,4733,5172,-439,-8.488012374,99.47,47.6,1782,1839,-57,-3.099510604
20480,c,ñkà¿ì‹åS,31724,32848,-1124,-3.421821724,544.5,58.3,11651,11391,260,2.282503731
20481,3,írìcí¨,9930,10329,-399,-3.862910253,40.16,247.3,3517,3510,7,0.199430199
20482,3,èºêÏë∫,9950,10093,-143,-1.416823541,47.07,211.4,3496,3386,110,3.248670998
20485,3,îíînë∫,8937,9205,-268,-2.911461162,189.36,47.2,3471,3245,226,6.964560863
20486,3,è¨íJë∫,2907,3221,-314,-9.748525303,267.91,10.9,1167,1250,-83,-6.64
20520,c,è˚â»åS,14866,15730,-864,-5.492689129,53.64,277.1,5479,5505,-26,-0.472297911
20521,3,ç‚èÈí¨,14866,15730,-864,-5.492689129,53.64,277.1,5479,5505,-26,-0.472297911
20540,c,è„çÇà‰åS,17733,18635,-902,-4.840354172,117.68,150.7,5822,5799,23,0.396620107
20541,3,è¨ïzé{í¨,10704,11072,-368,-3.323699422,19.12,559.8,3531,3511,20,0.56963828
20543,3,çÇéRë∫,7029,7563,-534,-7.060690202,98.56,71.3,2291,2288,3,0.131118881
20560,c,â∫çÇà‰åS,20572,22470,-1898,-8.44681798,423.18,48.6,7184,7447,-263,-3.531623473
20561,3,éRÉmì‡í¨,12437,13678,-1241,-9.072963884,265.9,46.8,4463,4666,-203,-4.350621517
20562,3,ñÿìáïΩë∫,4661,4939,-278,-5.628669771,99.32,46.9,1564,1560,4,0.256410256
20563,3,ñÏëÚâ∑êÚë∫,3474,3853,-379,-9.836491046,57.96,59.9,1157,1221,-64,-5.241605242
20580,c,è„êÖì‡åS,22210,24144,-1934,-8.010271703,282.41,78.6,8035,8187,-152,-1.85660193
20583,3,êMîZí¨,8474,9238,-764,-8.270188353,149.3,56.8,3170,3247,-77,-2.371419772
20588,3,è¨êÏë∫,2671,3041,-370,-12.16705031,58.11,46,1095,1152,-57,-4.947916667
20590,3,î—çjí¨,11065,11865,-800,-6.742520017,75,147.5,3770,3788,-18,-0.475184794
20600,c,â∫êÖì‡åS,1952,2215,-263,-11.87358916,271.66,7.2,775,849,-74,-8.716136631
20602,3,âhë∫,1952,2215,-263,-11.87358916,271.66,7.2,775,849,-74,-8.716136631
21000,a,äÚïååß,2032533,2080773,-48240,-2.318369183,10621.29,191.4,752574,737151,15423,2.09224433
21001,b,ésïî,1720341,1756245,-35904,-2.044361692,8455.13,203.5,644749,630031,14718,2.336075526
21002,b,åSïî,312192,324528,-12336,-3.801212838,2166.16,144.1,107825,107120,705,0.658140403
21201,2,äÚïåés,406866,413136,-6270,-1.517660044,203.6,1998.4,165128,161718,3410,2.108608813
21202,2,ëÂä_és,159927,161160,-1233,-0.765078183,206.57,774.2,60026,58536,1490,2.545442121
21203,2,çÇéRés,89205,92747,-3542,-3.81899145,2177.61,41,32680,32213,467,1.449725266
21204,2,ëΩé°å©és,110465,112595,-2130,-1.891735868,91.25,1210.6,41435,40200,1235,3.072139304
21205,2,ä÷és,89176,91418,-2242,-2.452471067,472.33,188.8,32815,32212,603,1.871973178
21206,2,íÜí√êÏés,78920,80910,-1990,-2.459522927,676.45,116.7,28426,27885,541,1.940111171
21207,2,î¸îZés,20767,22629,-1862,-8.228379513,117.01,177.5,7508,7743,-235,-3.034999354
21208,2,êêòQés,38746,40387,-1641,-4.06318865,174.86,221.6,13890,13597,293,2.154887108
21209,2,âHìáés,67357,67197,160,0.238105868,53.66,1255.3,23949,22707,1242,5.469678954
21210,2,åbìﬂés,51088,53718,-2630,-4.895938047,504.24,101.3,18088,18140,-52,-0.286659316
21211,2,î¸îZâ¡ñŒés,55414,54729,685,1.251621627,74.81,740.7,20483,19801,682,3.444270491
21212,2,ìyäÚés,57842,60475,-2633,-4.353865234,116.02,498.6,21018,20760,258,1.242774567
21213,2,äeñ±å¥és,144734,145604,-870,-0.597511057,87.81,1648.3,53421,51961,1460,2.809799657
21214,2,â¬éôés,98731,97436,1295,1.329077548,87.57,1127.5,37151,34768,2383,6.854003682
21215,2,éRåßés,27118,29629,-2511,-8.47480509,221.98,122.2,9633,9731,-98,-1.007090741
21216,2,êêï‰és,54364,51950,2414,4.646775746,28.19,1928.5,21004,19376,1628,8.402146986
21217,2,îÚëÀés,24708,26732,-2024,-7.571449948,792.53,31.2,8510,8770,-260,-2.964652224
21218,2,ñ{ëÉés,34010,35047,-1037,-2.958883785,374.65,90.8,11346,11150,196,1.757847534
21219,2,åSè„és,42094,44491,-2397,-5.387606482,1030.75,40.8,14593,14622,-29,-0.198331282
21220,2,â∫òCés,33596,36314,-2718,-7.484716638,851.21,39.5,12130,12496,-366,-2.92893726
21221,2,äCí√és,35213,37941,-2728,-7.190110962,112.03,314.3,11515,11645,-130,-1.116358952
21300,c,âHìáåS,47379,46613,766,1.643318388,18.21,2601.8,17728,16811,917,5.454761763
21302,3,äÚìÏí¨,24625,23804,821,3.449000168,7.91,3113.1,9539,8971,568,6.331512652
21303,3,ä}èºí¨,22754,22809,-55,-0.241132886,10.3,2209.1,8189,7840,349,4.451530612
21340,c,ó{òVåS,29036,31332,-2296,-7.327971403,72.29,401.7,9370,9536,-166,-1.740771812
21341,3,ó{òVí¨,29036,31332,-2296,-7.327971403,72.29,401.7,9370,9536,-166,-1.740771812
21360,c,ïsîjåS,34985,36601,-1616,-4.415179913,106.36,328.9,11986,11965,21,0.17551191
21361,3,êÇà‰í¨,27564,28505,-941,-3.301175232,57.09,482.8,9361,9245,116,1.254732288
21362,3,ä÷ÉPå¥í¨,7421,8096,-675,-8.337450593,49.28,150.6,2625,2720,-95,-3.492647059
21380,c,à¿î™åS,44017,45364,-1347,-2.969314875,59.26,742.8,14421,14428,-7,-0.048516773
21381,3,ê_åÀí¨,19286,20065,-779,-3.882382258,18.78,1026.9,6572,6511,61,0.936876056
21382,3,ó÷îVì‡í¨,9976,10028,-52,-0.518548065,22.33,446.8,3137,3015,122,4.046434494
21383,3,à¿î™í¨,14755,15271,-516,-3.378953572,18.16,812.5,4712,4902,-190,-3.875968992
21400,c,óKî„åS,69338,72623,-3285,-4.523360368,876.43,79.1,22534,22774,-240,-1.053833319
21401,3,óKî„êÏí¨,21513,23784,-2271,-9.548435923,803.44,26.8,7293,7742,-449,-5.799535004
21403,3,ëÂñÏí¨,23464,23859,-395,-1.655559747,34.2,686.1,7369,7231,138,1.90844973
21404,3,írìcí¨,24361,24980,-619,-2.477982386,38.8,627.9,7872,7801,71,0.910139726
21420,c,ñ{ëÉåS,18172,18395,-223,-1.212285947,5.18,3508.1,7106,6925,181,2.613718412
21421,3,ñkï˚í¨,18172,18395,-223,-1.212285947,5.18,3508.1,7106,6925,181,2.613718412
21500,c,â¡ñŒåS,49536,53043,-3507,-6.61161699,615.1,80.5,17597,17747,-150,-0.845213276
21501,3,ç‚èjí¨,8206,8361,-155,-1.853845234,12.87,637.6,3107,3083,24,0.778462537
21502,3,ïxâ¡í¨,5566,5516,50,0.906453952,16.82,330.9,1833,1741,92,5.284319357
21503,3,êÏï”í¨,10200,10593,-393,-3.709997168,41.16,247.8,3559,3507,52,1.482748788
21504,3,éµè@í¨,3879,4484,-605,-13.49241748,90.47,42.9,1381,1457,-76,-5.216197666
21505,3,î™ïSí√í¨,11029,12045,-1016,-8.435035284,128.79,85.6,3893,3999,-106,-2.650662666
21506,3,îíêÏí¨,8395,9530,-1135,-11.90975866,237.9,35.3,3009,3123,-114,-3.650336215
21507,3,ìåîíêÏë∫,2261,2514,-253,-10.0636436,87.09,26,815,837,-22,-2.628434887
21520,c,â¬éôåS,18119,18824,-705,-3.74521887,56.69,319.6,6530,6333,197,3.110690036
21521,3,å‰êìí¨,18119,18824,-705,-3.74521887,56.69,319.6,6530,6333,197,3.110690036
21600,c,ëÂñÏåS,1610,1733,-123,-7.097518754,356.64,4.5,553,601,-48,-7.986688852
21604,3,îíêÏë∫,1610,1733,-123,-7.097518754,356.64,4.5,553,601,-48,-7.986688852
22000,a,ê√â™åß,3701181,3765007,-63826,-1.695242532,7778.7,475.8,1427077,1399140,27937,1.996726561
22001,b,ésïî,3471202,3526718,-55516,-1.574154781,6410.72,541.5,1339862,1311751,28111,2.143013423
22002,b,åSïî,229979,238289,-8310,-3.487361985,1367.98,168.1,87215,87389,-174,-0.199109728
22100,1,ê√â™és,705238,716197,-10959,-1.530165583,1411.9,499.5,285655,279019,6636,2.378332658
22101,0,ê√â™és à®ãÊ,253677,255375,-1698,-0.664904552,1073.76,236.3,101541,98767,2774,2.808630413
22102,0,ê√â™és èxâÕãÊ,212490,213059,-569,-0.267062175,73.05,2908.8,90533,87433,3100,3.545572038
22103,0,ê√â™és ê¥êÖãÊ,239071,247763,-8692,-3.508191296,265.09,901.8,93581,92819,762,0.820952607
22130,1,ïlèºés,798252,800866,-2614,-0.326396676,1558.06,512.3,309100,300444,8656,2.881069351
22131,0,ïlèºés íÜãÊ,237479,238477,-998,-0.418488995,44.34,5355.9,106041,103707,2334,2.250571321
22132,0,ïlèºés ìåãÊ,128599,126609,1990,1.5717682,46.29,2778.1,50105,47647,2458,5.158771801
22133,0,ïlèºés êºãÊ,111400,113654,-2254,-1.983212206,114.71,971.1,38746,38359,387,1.0088897
22134,0,ïlèºés ìÏãÊ,100911,102381,-1470,-1.435813286,46.84,2154.4,38237,37517,720,1.919129994
22135,0,ïlèºés ñkãÊ,93624,94680,-1056,-1.115335868,295.54,316.8,32061,31430,631,2.007636017
22136,0,ïlèºés ïlñkãÊ,95938,91108,4830,5.301400536,66.5,1442.7,32486,29695,2791,9.398888702
22137,0,ïlèºés ìVó≥ãÊ,30301,33957,-3656,-10.76655771,943.84,32.1,11424,12089,-665,-5.500868558
22203,2,è¿í√és,195642,202304,-6662,-3.293063904,186.96,1046.4,80659,79616,1043,1.310038183
22205,2,îMäCés,37570,39611,-2041,-5.152609124,61.78,608.1,18879,19740,-861,-4.361702128
22206,2,éOìáés,110030,111838,-1808,-1.616624046,62.02,1774.1,45148,44620,528,1.183325863
22207,2,ïxémã{és,130789,132001,-1212,-0.918174862,389.08,336.1,48941,46988,1953,4.156380352
22208,2,à…ìåés,68325,71437,-3112,-4.356285958,124.1,550.6,30413,30636,-223,-0.727901815
22209,2,ìáìcés,98136,100276,-2140,-2.134109857,315.7,310.9,34108,33280,828,2.487980769
22210,2,ïxémés,248381,254027,-5646,-2.222598385,244.95,1014,92523,90980,1543,1.695977138
22211,2,î÷ìcés,167260,168625,-1365,-0.80948851,163.45,1023.3,61257,59414,1843,3.1019625
22212,2,èƒí√és,139513,143249,-3736,-2.60804613,70.31,1984.3,50156,49299,857,1.738371975
22213,2,ä|êÏés,114683,116363,-1680,-1.443757896,265.69,431.6,41040,39497,1543,3.90662582
22214,2,ì°é}és,143658,142151,1507,1.060140273,194.06,740.3,51712,49658,2054,4.136292239
22215,2,å‰ìaèÍés,88084,89030,-946,-1.062563181,194.9,451.9,31570,31403,167,0.531796325
22216,2,ë‹à‰és,85785,84846,939,1.106710982,108.33,791.9,31430,29791,1639,5.501661576
22219,2,â∫ìcés,22926,25013,-2087,-8.343661296,104.71,218.9,10376,10794,-418,-3.872521771
22220,2,êûñÏés,52737,54546,-1809,-3.316466835,138.12,381.8,20772,21042,-270,-1.28314799
22221,2,åŒêºés,59817,60107,-290,-0.482472923,86.56,691,22408,21619,789,3.64956751
22222,2,à…ì§és,31335,34202,-2867,-8.382550728,363.97,86.1,12134,12583,-449,-3.568306445
22223,2,å‰ëOçËés,32572,34700,-2128,-6.132564842,65.56,496.8,11328,11494,-166,-1.444231773
22224,2,ãeêÏés,46770,47041,-271,-0.576093195,94.19,496.5,16213,15485,728,4.701323862
22225,2,à…ì§ÇÃçëés,48152,49269,-1117,-2.26714567,94.62,508.9,18651,18742,-91,-0.485540497
22226,2,ñqîVå¥és,45547,49019,-3472,-7.082967829,111.69,407.8,15389,15607,-218,-1.396809124
22300,c,âÍñŒåS,43516,48700,-5184,-10.64476386,479.84,90.7,18510,19775,-1265,-6.396965866
22301,3,ìåà…ì§í¨,12627,14064,-1437,-10.21757679,77.86,162.2,5636,5988,-352,-5.878423514
22302,3,âÕí√í¨,7307,7998,-691,-8.639659915,100.74,72.5,2908,3029,-121,-3.994717729
22304,3,ìÏà…ì§í¨,8511,9516,-1005,-10.56116015,110.49,77,3464,3710,-246,-6.630727763
22305,3,èºçËí¨,6837,7653,-816,-10.6624853,85.21,80.2,2832,3018,-186,-6.163021869
22306,3,êºà…ì§í¨,8234,9469,-1235,-13.04255993,105.54,78,3670,4030,-360,-8.933002481
22320,c,ìcï˚åS,37657,38571,-914,-2.369655959,65.16,577.9,14281,13993,288,2.058171943
22325,3,îüìÏí¨,37657,38571,-914,-2.369655959,65.16,577.9,14281,13993,288,2.058171943
22340,c,èxìååS,93955,93694,261,0.278566397,171.46,548,35206,34256,950,2.773236805
22341,3,ê¥êÖí¨,32118,32302,-184,-0.569624172,8.81,3645.6,12355,12180,175,1.436781609
22342,3,í∑êÚí¨,42321,40763,1558,3.822093565,26.63,1589.2,16417,15512,905,5.834192883
22344,3,è¨éRí¨,19516,20629,-1113,-5.395317272,136.02,143.5,6434,6564,-130,-1.980499695
22420,c,êYå¥åS,36311,37889,-1578,-4.164797171,517.61,70.2,13087,13239,-152,-1.14812297
22424,3,ãgìcí¨,29113,29815,-702,-2.354519537,20.73,1404.4,10212,10253,-41,-0.399882961
22429,3,êÏç™ñ{í¨,7198,8074,-876,-10.84964082,496.88,14.5,2875,2986,-111,-3.717347622
22460,c,é¸íqåS,18540,19435,-895,-4.605093903,133.91,138.5,6131,6126,5,0.081619328
22461,3,êXí¨,18540,19435,-895,-4.605093903,133.91,138.5,6131,6126,5,0.081619328
23000,a,à§ímåß,7484094,7410719,73375,0.990119852,5172.4,1446.9,3060881,2933802,127079,4.331546573
23001,b,ésïî,7085440,7015162,70278,1.001801527,4305.38,1645.7,2910905,2789986,120919,4.334036085
23002,b,åSïî,398654,395557,3097,0.782946579,864.45,461.2,149976,143816,6160,4.283250821
23100,1,ñºå√âÆés,2296014,2263894,32120,1.418794343,326.44,7033.5,1057936,1021227,36709,3.594597479
23101,0,ñºå√âÆés êÁéÌãÊ,164499,160015,4484,2.80223729,18.18,9048.3,85099,80411,4688,5.830048128
23102,0,ñºå√âÆés ìåãÊ,78079,73272,4807,6.560486953,7.71,10127,41279,38562,2717,7.04579638
23103,0,ñºå√âÆés ñkãÊ,163585,165785,-2200,-1.327019936,17.53,9331.7,75340,74641,699,0.93648263
23104,0,ñºå√âÆés êºãÊ,149149,144995,4154,2.864926377,17.93,8318.4,69929,66133,3796,5.739948286
23105,0,ñºå√âÆés íÜë∫ãÊ,133275,136164,-2889,-2.121706178,16.3,8176.4,66040,68877,-2837,-4.118936655
23106,0,ñºå√âÆés íÜãÊ,83210,78353,4857,6.19886922,9.38,8871,53430,50000,3430,6.86
23107,0,ñºå√âÆés è∫òaãÊ,107200,105536,1664,1.57671316,10.94,9798.9,55234,53782,1452,2.699788033
23108,0,ñºå√âÆés êêï‰ãÊ,105384,105061,323,0.307440439,11.22,9392.5,48707,47826,881,1.842094258
23109,0,ñºå√âÆés îMìcãÊ,65903,64719,1184,1.829447303,8.2,8037,31819,30098,1721,5.717987906
23110,0,ñºå√âÆés íÜêÏãÊ,220301,221521,-1220,-0.550737853,32.02,6880.1,95271,92639,2632,2.841136023
23111,0,ñºå√âÆés ç`ãÊ,146789,149215,-2426,-1.625841906,45.63,3216.9,61540,59274,2266,3.822924048
23112,0,ñºå√âÆés ìÏãÊ,136992,141310,-4318,-3.055693157,18.46,7421,61208,61757,-549,-0.888968052
23113,0,ñºå√âÆés éÁéRãÊ,172899,168551,4348,2.579634651,34.01,5083.8,69616,67087,2529,3.769731841
23114,0,ñºå√âÆés óŒãÊ,241898,229592,12306,5.359942855,37.91,6380.8,95179,87672,7507,8.562596952
23115,0,ñºå√âÆés ñºìåãÊ,164119,161012,3107,1.929669838,19.45,8438,73925,71894,2031,2.82499235
23116,0,ñºå√âÆés ìVîíãÊ,162732,158793,3939,2.480587935,21.58,7540.9,74320,70574,3746,5.307903761
23201,2,ñLã¥és,374883,376665,-1782,-0.473099439,261.86,1431.6,144040,141424,2616,1.84975676
23202,2,â™çËés,381031,372357,8674,2.329484876,387.2,984.1,147267,138255,9012,6.518389932
23203,2,àÍã{és,379954,378566,1388,0.366646767,113.82,3338.2,142312,135837,6475,4.766742493
23204,2,ê£åÀés,129125,132224,-3099,-2.34375,111.4,1159.1,50295,50289,6,0.011931039
23205,2,îºìcés,116936,118828,-1892,-1.592217323,47.42,2466,46223,44869,1354,3.017673672
23206,2,ètì˙à‰és,306599,305569,1030,0.337076078,92.78,3304.6,124202,119187,5015,4.207673656
23207,2,ñLêÏés,182530,181928,602,0.330900136,161.14,1132.7,67889,64904,2985,4.59910021
23208,2,í√ìáés,63471,65258,-1787,-2.73836158,25.09,2529.7,23828,23509,319,1.356927134
23209,2,ï…ìÏés,71362,72018,-656,-0.91088339,37.17,1919.9,26442,25265,1177,4.658618642
23210,2,ä†íJés,149810,145781,4029,2.763734643,50.39,2973,62416,58917,3499,5.938863147
23211,2,ñLìcés,422780,421487,1293,0.306771027,918.32,460.4,169488,162065,7423,4.580261006
23212,2,à¿èÈés,184163,178691,5472,3.062269504,86.05,2140.2,70718,66707,4011,6.012862218
23213,2,êºîˆés,168045,165298,2747,1.661847088,161.22,1042.3,58882,54435,4447,8.16937632
23214,2,äóåSés,81150,82249,-1099,-1.336186458,56.89,1426.4,29903,28864,1039,3.59963969
23215,2,å¢éRés,74319,75198,-879,-1.168914067,74.9,992.2,28200,27359,841,3.073942761
23216,2,èÌääés,56560,54858,1702,3.102555689,55.89,1012,22492,20769,1723,8.296018104
23217,2,ç]ìÏés,98359,99730,-1371,-1.374711722,30.2,3256.9,37101,35768,1333,3.726794901
23219,2,è¨ñqés,149540,147132,2408,1.636625615,62.81,2380.8,59242,55783,3459,6.200813868
23220,2,àÓëÚés,136969,136358,611,0.448085188,79.35,1726.1,49864,47500,2364,4.976842105
23221,2,êVèÈés,47150,49864,-2714,-5.442804428,499.23,94.4,16438,16430,8,0.048691418
23222,2,ìåäCés,111988,107690,4298,3.991085523,43.43,2578.6,46349,42859,3490,8.142980471
23223,2,ëÂï{és,89170,85249,3921,4.599467442,33.66,2649.1,35669,33484,2185,6.525504719
23224,2,ímëΩés,84643,84768,-125,-0.147461306,45.9,1844.1,32985,31263,1722,5.508108627
23225,2,ímóßés,70494,68398,2096,3.064417088,16.31,4322.1,29269,27882,1387,4.974535543
23226,2,îˆí£àÆés,80812,81140,-328,-0.404239586,21.03,3842.7,31787,31009,778,2.508949015
23227,2,çÇïlés,46252,44027,2225,5.053717037,13.11,3528,17637,16090,1547,9.614667495
23228,2,ä‚ëqés,47563,47340,223,0.471060414,10.47,4542.8,20365,18963,1402,7.393344935
23229,2,ñLñæés,69119,69745,-626,-0.89755538,23.22,2976.7,27475,26872,603,2.24397142
23230,2,ì˙êiés,88010,84237,3773,4.479029405,34.91,2521.1,34179,33418,761,2.277215872
23231,2,ìcå¥és,62407,64119,-1712,-2.670035403,191.12,326.5,21433,21145,288,1.362024119
23232,2,à§êºés,63119,64978,-1859,-2.860968328,66.7,946.3,21111,20747,364,1.754470526
23233,2,ê¥ê{és,67393,65841,1552,2.357193846,17.35,3884.3,27045,25381,1664,6.556085261
23234,2,ñkñºå√âÆés,84153,81571,2582,3.165340624,18.37,4581,33665,31820,1845,5.798240101
23235,2,ñÌïxés,43275,43272,3,0.00693289,48.99,883.3,16039,15041,998,6.635197128
23236,2,Ç›ÇÊÇµés,61795,60098,1697,2.823721255,32.19,1919.7,22511,21054,1457,6.920300181
23237,2,Ç†Ç‹és,86904,86714,190,0.219111101,27.49,3161.3,33200,31355,1845,5.884228991
23238,2,í∑ãvéËés,57593,52022,5571,10.70893084,21.55,2672.5,25008,22240,2768,12.44604317
23300,c,à§ímåS,42872,41851,1021,2.439607178,18.03,2377.8,15750,14935,815,5.456980248
23302,3,ìåãΩí¨,42872,41851,1021,2.439607178,18.03,2377.8,15750,14935,815,5.456980248
23340,c,êºètì˙à‰åS,15183,14405,778,5.400902464,6.18,2456.8,6181,5776,405,7.011772853
23342,3,ñLéRí¨,15183,14405,778,5.400902464,6.18,2456.8,6181,5776,405,7.011772853
23360,c,íOâHåS,57087,56004,1083,1.933790444,24.8,2301.9,20969,19884,1085,5.456648562
23361,3,ëÂå˚í¨,23279,22446,833,3.711128932,13.61,1710.4,8309,7723,586,7.587724977
23362,3,ï}åKí¨,33808,33558,250,0.744978843,11.19,3021.3,12660,12161,499,4.10328098
23420,c,äCïîåS,72486,71104,1382,1.943631863,40.1,1807.6,28300,26651,1649,6.187385089
23424,3,ëÂé°í¨,30999,29891,1108,3.706801378,6.59,4703.9,12100,11285,815,7.221976074
23425,3,äIç]í¨,37087,36688,399,1.087549062,11.09,3344.2,14941,14078,863,6.130132121
23427,3,îÚìáë∫,4400,4525,-125,-2.762430939,22.42,196.3,1259,1288,-29,-2.251552795
23440,c,ímëΩåS,161794,163401,-1607,-0.983470113,165.43,978,61154,59627,1527,2.560920388
23441,3,à¢ãvî‰í¨,27767,25466,2301,9.035576848,23.8,1166.7,9625,8518,1107,12.99600845
23442,3,ìåâYí¨,49238,49800,-562,-1.128514056,31.14,1581.2,18504,18020,484,2.685904551
23445,3,ìÏímëΩí¨,18714,20549,-1835,-8.929874933,38.37,487.7,6985,7197,-212,-2.945671808
23446,3,î¸ïlí¨,23591,25178,-1587,-6.303121773,46.2,510.6,9329,9700,-371,-3.824742268
23447,3,ïêñLí¨,42484,42408,76,0.17921147,25.92,1639,16711,16192,519,3.205286561
23500,c,äzìcåS,39571,37930,1641,4.32639072,56.72,697.7,13682,12697,985,7.757738048
23501,3,çKìcí¨,39571,37930,1641,4.32639072,56.72,697.7,13682,12697,985,7.757738048
23560,c,ñkê›äyåS,9661,10862,-1201,-11.0568956,553.2,17.5,3940,4246,-306,-7.206782855
23561,3,ê›äyí¨,5077,5769,-692,-11.99514647,273.94,18.5,2015,2194,-179,-8.158614403
23562,3,ìåâhí¨,3448,3757,-309,-8.224647325,123.38,27.9,1435,1497,-62,-4.141616567
23563,3,ñLç™ë∫,1136,1336,-200,-14.97005988,155.88,7.3,490,555,-65,-11.71171171
24000,a,éOèdåß,1815827,1854724,-38897,-2.097185349,5774.39,314.5,718759,704607,14152,2.008495516
24001,b,ésïî,1589784,1621405,-31621,-1.950222184,4031.88,394.3,634053,619895,14158,2.283935183
24002,b,åSïî,226043,233319,-7276,-3.118477278,1742.5,129.7,84706,84712,-6,-0.007082822
24201,2,í√és,280016,285746,-5730,-2.005277414,711.11,393.8,114589,113092,1497,1.323701058
24202,2,élì˙ésés,311089,307766,3323,1.079716408,206.44,1506.9,128239,120020,8219,6.848025329
24203,2,à…ê®és,127868,130271,-2403,-1.844616223,208.35,613.7,50936,49361,1575,3.190778145
